date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:53:31	9461/9461	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221da6343355ba175%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-100italic.eot	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-100italic.eot	(from https://apps.knust.edu.gh/staff/css/font-face.css)
16:53:32	9461/9461	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221da6343355ba175%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-100italic.eot?	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-100italicd41d.eot	(from https://apps.knust.edu.gh/staff/css/font-face.css)
16:53:33	8492/8492	---M--	200	added ('OK')	font/woff2	etag:%221da6343355ba4ac%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-100italic.woff2	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-100italic.woff2	(from https://apps.knust.edu.gh/staff/css/font-face.css)
16:53:34	11272/11272	---M--	200	added ('OK')	application/font-woff	etag:%221da6343355ba988%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-100italic.woff	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-100italic.woff	(from https://apps.knust.edu.gh/staff/css/font-face.css)
16:53:35	17392/17392	---M--	200	added ('OK')	application/x-font-ttf	etag:%221da6343355bc670%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-100italic.ttf	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-100italic.ttf	(from https://apps.knust.edu.gh/staff/css/font-face.css)
16:53:36	58778/58778	---M--	200	added ('OK')	image/svg+xml	etag:%221da6343355b601a%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-100italic.svg	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-100italic.svg	(from https://apps.knust.edu.gh/staff/css/font-face.css)
16:53:37	8696/8696	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221da6343355ba478%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-300.eot	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-300.eot	(from https://apps.knust.edu.gh/staff/css/font-face.css)
16:53:38	8696/8696	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221da6343355ba478%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-300.eot?	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-300d41d.eot	(from https://apps.knust.edu.gh/staff/css/font-face.css)
16:53:39	7864/7864	---M--	200	added ('OK')	font/woff2	etag:%221da6343355b9b38%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-300.woff2	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-300.woff2	(from https://apps.knust.edu.gh/staff/css/font-face.css)
16:53:40	10408/10408	---M--	200	added ('OK')	application/font-woff	etag:%221da6343355bad28%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-300.woff	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-300.woff	(from https://apps.knust.edu.gh/staff/css/font-face.css)
16:53:41	15764/15764	---M--	200	added ('OK')	application/x-font-ttf	etag:%221da6343355bb814%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-300.ttf	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-300.ttf	(from https://apps.knust.edu.gh/staff/css/font-face.css)
16:53:42	52761/52761	---M--	200	added ('OK')	image/svg+xml	etag:%221da6343355b4b99%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-300.svg	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-300.svg	(from https://apps.knust.edu.gh/staff/css/font-face.css)
16:53:43	10018/10018	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221da6343355ba2a2%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-300italic.eot	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-300italic.eot	(from https://apps.knust.edu.gh/staff/css/font-face.css)
16:53:44	10018/10018	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221da6343355ba2a2%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-300italic.eot?	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-300italicd41d.eot	(from https://apps.knust.edu.gh/staff/css/font-face.css)
16:53:45	9012/9012	---M--	200	added ('OK')	font/woff2	etag:%221da6343355ba6b4%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-300italic.woff2	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-300italic.woff2	(from https://apps.knust.edu.gh/staff/css/font-face.css)
16:53:46	11868/11868	---M--	200	added ('OK')	application/font-woff	etag:%221da6343355babdc%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-300italic.woff	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-300italic.woff	(from https://apps.knust.edu.gh/staff/css/font-face.css)
16:53:47	17264/17264	---M--	200	added ('OK')	application/x-font-ttf	etag:%221da6343355bc6f0%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-300italic.ttf	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-300italic.ttf	(from https://apps.knust.edu.gh/staff/css/font-face.css)
16:53:48	59213/59213	---M--	200	added ('OK')	image/svg+xml	etag:%221da6343355b62cd%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-300italic.svg	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-300italic.svg	(from https://apps.knust.edu.gh/staff/css/font-face.css)
16:53:49	8692/8692	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221da6343355ba474%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-regular.eot	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-regular.eot	(from https://apps.knust.edu.gh/staff/css/font-face.css)
16:53:50	8692/8692	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221da6343355ba474%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-regular.eot?	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-regulard41d.eot	(from https://apps.knust.edu.gh/staff/css/font-face.css)
16:53:51	7904/7904	---M--	200	added ('OK')	font/woff2	etag:%221da6343355b9b60%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-regular.woff2	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-regular.woff2	(from https://apps.knust.edu.gh/staff/css/font-face.css)
16:53:52	10400/10400	---M--	200	added ('OK')	application/font-woff	etag:%221da6343355bad20%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-regular.woff	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-regular.woff	(from https://apps.knust.edu.gh/staff/css/font-face.css)
16:53:53	15724/15724	---M--	200	added ('OK')	application/x-font-ttf	etag:%221da6343355bb8ec%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-regular.ttf	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-regular.ttf	(from https://apps.knust.edu.gh/staff/css/font-face.css)
16:53:54	52711/52711	---M--	200	added ('OK')	image/svg+xml	etag:%221da6343355b4867%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-regular.svg	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-regular.svg	(from https://apps.knust.edu.gh/staff/css/font-face.css)
16:53:55	10007/10007	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221da6343355ba297%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-italic.eot	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-italic.eot	(from https://apps.knust.edu.gh/staff/css/font-face.css)
16:53:56	10007/10007	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221da6343355ba297%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-italic.eot?	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-italicd41d.eot	(from https://apps.knust.edu.gh/staff/css/font-face.css)
16:53:57	9024/9024	---M--	200	added ('OK')	font/woff2	etag:%221da6343355ba6c0%22	https://apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-italic.woff2	/home/arthur/cloned_staff/apps.knust.edu.gh/staff/fonts/poppins/poppins-v5-latin-italic.woff2	(from https://apps.knust.edu.gh/staff/css/font-face.css)
